0,2700
3600,2400
7200,2300
10800,2200
14400,2100
18000,2100
21600,2100
25200,2800
28800,3200
32400,3200
36000,3200
39600,3200
43200,3200
46800,3500
50400,4000
54000,4500
57600,5000
61200,5500
64800,6000
68400,6400
72000,6400
75600,6400
79200,5900
82800,5400
